Date,Coal_RB_4800_FOB_London_Close_USD,Coal_RB_5500_FOB_London_Close_USD,Coal_RB_5700_FOB_London_Close_USD,Coal_RB_6000_FOB_CurrentWeek_Avg_USD,Coal_India_5500_CFR_London_Close_USD,Price_WTI,Price_Brent_Oil,Price_Dubai_Brent_Oil,Price_ExxonMobil,Price_NTPC,Price_Shenhua,tempmax_RB,tempmin_RB,temp_RB,dew_RB,humidity_RB,precip_RB,preciptype_RB,windspeed_RB,tempmax_Limpopo,tempmin_Limpopo,temp_Limpopo,dew_Limpopo,humidity_Limpopo,precip_Limpopo,preciptype_Limpopo,windspeed_Limpopo
3/29/2021,49.07,72.39,87.65,100.1,81.08,61.56,64.98,64.42,57.4,,16,26.1,16.9,22.1,16.9,73.1,0.1,rain,20.2,23,14.7,17.7,11.3,67.5,0.106,rain,16.6
3/30/2021,49.07,72.39,87.65,100.1,81.08,60.55,64.14,64.41,56.69,107.7,15.94,27.5,19.1,23,18.2,74.7,0.2,rain,19.8,26,12.9,18.3,12.2,69.8,0,,23.3
3/31/2021,49.07,72.39,87.65,100.1,81.08,59.16,63.54,64.41,55.83,106.55,16.02,30.9,19.8,24.5,19.8,75.7,0,,22.3,25.1,13,19.1,12.8,69.7,0,,14.8
4/1/2021,50.24,67.32,82.07,96.6,81.41,61.45,64.86,63.27,57.39,107.9,16.02,27,21.8,24.2,21,82.9,0.4,rain,19.4,29,14,21.2,12.1,60.2,0,,14.8
4/2/2021,,,,,,,,,,,,30.9,21.1,25.5,20.9,77.3,0.3,rain,29.9,28,14.9,20.8,11.8,59.1,0,,13
4/5/2021,,,,96.6,,58.65,62.15,60.71,56.5,106.3,,26.1,14.6,21.3,16.4,75.2,0,,14.7,29,13.8,20.2,13.1,68.1,0,,24
4/6/2021,50.24,67.32,82.07,96.6,81.41,59.33,62.74,60.96,56.34,106.05,,26.5,17.3,22.4,19.5,84,0.002,rain,12.9,25,14.8,18.1,12.4,71.8,0,,20.5
4/7/2021,50.24,67.32,82.07,96.6,81.41,59.77,63.16,61.46,56.59,105.45,15.94,25.6,21.1,23.4,18.8,76,0,,23,24,14.7,18.3,10.5,63,0,,14
4/8/2021,50.24,67.32,82.07,96.6,81.41,59.6,63.2,61.47,56,105,15.9,26.8,19.5,23.5,19.8,80.2,0,,20.5,27.2,11,19.2,9.5,57.3,0.198,rain,11.2
4/9/2021,49.82,67.88,82.89,95.95,81.99,59.32,62.95,61.19,55.87,102.8,16,26.7,18.6,22.9,19.5,82,0,,12.9,28,13,19.8,10.5,58.2,0,,13
4/12/2021,49.82,67.88,82.89,95.95,81.99,59.7,63.28,61.3,55.5,99.05,16.02,28.6,22.1,24.8,21.8,83.8,0,,18.2,28.8,11,19.8,9.1,55.3,0,,14.8
4/13/2021,49.82,67.88,82.89,95.95,81.99,60.18,63.67,61.53,55.71,100.6,16.02,29.2,22.1,25,21.9,84,0,,18.3,29.8,13,20.7,6.9,48.4,0,,18.4
4/14/2021,49.82,67.88,82.89,95.95,81.99,63.15,66.58,63.26,57.32,,16.42,32.2,21.1,25.2,21.5,81.2,0.395,rain,16.9,30,11,21.2,5.8,41.1,0,,16.6
4/15/2021,49.82,67.88,82.89,95.95,81.99,63.46,66.94,63.48,56.98,101.35,16.38,28.4,21.6,24.7,21.2,81.3,0.1,rain,20.5,29,14,20.6,8.9,50.6,0,,14.7
4/16/2021,48.63,65.73,82.91,89.92,78.66,63.13,66.77,63.42,56.66,102.45,16.6,23.4,16.5,20.7,15.3,71.6,1.592,rain,46.1,27.1,13.1,18.9,12,66.7,0.991,rain,32.6
4/19/2021,48.63,65.73,82.91,89.92,78.66,63.38,67.05,63.47,56.48,99.05,16.48,29.6,18.1,22.8,16.8,70,0.5,rain,35.3,26,9,16.4,6.7,58.3,0,,13
4/20/2021,48.63,65.73,82.91,89.92,78.66,62.44,66.57,63.23,55.29,99.05,16.46,22.9,19.1,21.6,18.7,84.2,32.7,rain,35.6,22.1,9.2,16,8.6,63.4,0,,22.3
4/21/2021,48.63,65.73,82.91,89.92,78.66,61.35,65.32,62.71,56,,16.36,27.6,16.3,22.4,18,77.3,0.22,rain,16.9,24.2,9,16,8.9,66.3,0.003,rain,15.8
4/22/2021,48.63,65.73,82.91,89.92,78.66,61.43,65.4,62.68,55.27,98.95,16.56,26.6,17.6,22.2,18.9,82.2,16.799,rain,14.6,25,10,16.9,8,59.7,0,,14.8
4/23/2021,48.78,65.6,81.43,90.72,82.38,62.14,66.11,62.8,55.57,102.55,16.54,21.7,17.3,19.3,16.7,85.5,9.04,rain,36.7,24.1,10,17.1,7.4,56.5,0,,16.5
4/26/2021,48.78,65.6,81.43,90.72,82.38,61.91,65.65,62.62,55.68,102.4,16.2,26.2,15.8,21.2,18,83.1,0,,11.5,27,9.7,17.9,5.8,51.8,0,,11.2
4/27/2021,48.78,65.6,81.43,90.72,82.38,62.94,66.42,62.75,56.41,102.05,16.12,30.7,17,23.2,19.3,80.6,0.001,rain,28.1,28,9,19.2,4.1,42.5,0,,13
4/28/2021,48.78,65.6,81.43,90.72,82.38,63.86,67.27,62.81,58.11,103.6,16.2,26.2,20,23,19.1,79.4,0,,23.4,29,10.9,19.4,4.4,41.7,0,,23.3
4/29/2021,48.78,65.6,81.43,90.72,82.38,65.01,68.56,62.9,58.94,103.05,16.58,30.8,20,24,20.2,80.8,0,,22,27,12,18.8,8.8,54.9,0,,14
4/30/2021,47.25,66.38,81.81,93.14,81.03,63.58,67.25,62.89,57.24,102.45,16.2,22.5,15.6,19.6,17.3,86.8,18.443,rain,32,17.7,11.8,14.9,10.9,77.6,0.621,rain,24
5/3/2021,,,,93.14,,64.49,67.56,65.03,58.82,104.25,16.2,23.8,13.8,19.3,15.3,79.3,0.001,rain,13.3,21,7,13.3,5.8,64.2,0,,15.8
5/4/2021,47.25,66.38,81.81,93.14,81.03,65.69,68.88,66.35,59.19,103.75,16.36,24.6,15.3,19.9,15.4,76.4,0,,13.7,23,7,14.7,6.1,59.9,0,,11.2
5/5/2021,47.25,66.38,81.81,93.14,81.03,65.63,68.96,66.65,60.97,103.9,16.48,26.2,12.6,19.9,16.3,81,0.001,rain,13.7,25.1,9,16.9,4.8,49.7,0,,11.2
5/6/2021,47.25,66.38,81.81,93.14,81.03,64.71,68.09,66.01,61.55,103.05,16.98,25.6,15.1,20.7,17.7,83.6,0,,15.8,24,11.9,17.3,7.4,54.5,0,,15.8
5/7/2021,52.56,70.27,86.39,100.49,84.03,64.9,68.28,66.15,62.43,105.05,17.2,24.8,17.5,21.6,17.7,79,0.001,rain,22,21,10,15.4,9.2,67.9,0,,14.8
5/10/2021,52.56,70.27,86.39,100.49,84.03,64.92,68.32,66.2,62.58,107.7,18.16,24.9,15.3,20.3,15,72.8,0,,16.6,25,7,15.4,5.6,56.2,0,,13
5/11/2021,52.56,70.27,86.39,100.49,84.03,65.28,68.55,66.32,60.59,112.7,17.8,28.3,14.8,20.9,15.6,72.9,0.001,rain,15.8,25,8,16.1,6.9,58.2,0,,14.8
5/12/2021,52.56,70.27,86.39,100.49,84.03,66.08,69.32,66.77,60.04,113.3,18.08,27.6,16.6,21.4,15.9,72.1,0.001,rain,20.2,26.1,7,16.9,4.2,48.9,0,,13
5/13/2021,52.56,70.27,86.39,100.49,84.03,63.82,67.05,65.42,59.3,,17.24,25.8,16.8,21.7,17.5,77.7,0,,19.4,25,9,16.1,2.9,44.7,0,,15.8
5/14/2021,55.17,74.66,93.04,103.85,87.32,65.37,68.71,66.33,60.77,111.4,17.22,27.2,14.8,21.3,16,72.9,0,,19.1,26,6,15.6,1.3,44.2,0,,11.1
5/17/2021,55.17,74.66,93.04,103.85,87.32,66.27,69.46,66.82,62.19,111.55,17.32,21.1,15.6,18.8,16.1,85,2.19,rain,17.3,26,9,17,2.3,42.1,0,,16.6
5/18/2021,55.17,74.66,93.04,103.85,87.32,65.49,68.71,66.64,60.43,112.1,17.7,23.9,14.3,19.7,15.8,79.4,0.208,rain,22.3,22,9,14.7,8.8,69.8,0,,14.8
5/19/2021,55.17,74.66,93.04,103.85,87.32,63.36,66.66,65.92,58.98,111.95,,27.6,14.6,21.2,15.8,73.6,0,,23.8,23,7.9,14.8,6.6,63.2,0,,13
5/20/2021,55.17,74.66,93.04,103.85,87.32,62.05,65.11,65.39,58.84,111.75,16.84,27.3,19,22.9,15.9,66,0,,30.6,24,7,15.6,4.2,51.2,0,,14.8
5/21/2021,57.22,76.72,91.69,105.4,88.39,63.58,66.44,65.73,58.92,112.85,17.06,24,19.9,22.1,14.2,61.6,0.4,rain,22.7,25.2,8,17.2,2.6,41.5,0,,21.5
5/24/2021,57.22,76.72,91.69,105.4,88.39,66.05,68.46,66.26,59.61,112.9,16.94,23.9,16.3,19.6,15.3,77,0,,23.4,22,5,13.1,5.4,63.5,0,,13
5/25/2021,57.22,76.72,91.69,105.4,88.39,66.07,68.65,66.3,58.26,113.3,17.2,24,16.1,19.7,14.8,74.3,0,,24.1,23,5,14,4.5,58.3,0,,9.4
5/26/2021,57.22,76.72,91.69,105.4,88.39,66.21,68.87,66.33,58.94,111.1,17,24.8,15.3,19.4,14.7,75.4,0,,20.2,23,6.9,14.3,2.1,48.8,0,,15.8
5/27/2021,57.22,76.72,91.69,105.4,88.39,66.85,69.46,66.32,58.56,110.3,16.98,25.2,14.8,19.7,15.6,78.9,0,,20.2,24,7,14.6,1.1,44,0,,9.4
5/28/2021,59.18,78.6,94.65,112.1,92.26,66.32,69.63,66.28,58.37,108.95,17.14,25.2,14.3,20.3,15.1,72.8,0,,18.7,25.1,6,15.2,0.3,41,0,,15.8
5/31/2021,,,,112.1,,66.96,69.32,,,110.5,17.58,20.4,13.3,17.4,13.5,78.6,0.214,rain,23.8,16,7,11.7,8,78.7,0,,22.3
6/1/2021,59.18,78.6,94.65,112.1,92.26,67.72,70.25,68.49,60.46,110.2,17.48,19.6,14.1,17.3,14.2,82.5,0.005,rain,30.2,20.1,8,13.8,8.6,72.9,0,,22.3
6/2/2021,59.18,78.6,94.65,112.1,92.26,68.83,71.35,69.5,60.94,111.15,17.48,21.4,12.1,17.2,11.8,71.7,0.201,rain,24.8,18,9,12.9,4.1,56.6,0,,18.4
6/3/2021,59.18,78.6,94.65,112.1,92.26,68.81,71.31,69.47,61.18,111.8,17.56,17.5,12.3,16,14.3,89.4,41.876,rain,43.9,18,4.2,11.5,1.4,53,0,,14.8
6/4/2021,61.73,82.33,98.66,112.6,96.44,69.62,71.89,70.03,61.45,111.75,17.4,18.3,11.3,15.6,11.9,79.4,28.796,rain,36,17,6,11.1,3.2,61.3,0,,15.8
6/7/2021,61.73,82.33,98.66,112.6,96.44,69.23,71.49,69.84,61.05,116.4,17.46,22.3,13.5,17.9,12.9,73.3,0,,20.9,16,7,11.3,5.3,67.8,0.1,rain,20.5
6/8/2021,61.73,82.33,98.66,112.6,96.44,70.05,72.22,70.36,62.13,116.2,17.32,23.4,13.6,18.7,13.7,73.6,0.597,rain,21.6,17.1,6,12,5.5,65.7,0,,18.4
6/9/2021,61.73,82.33,98.66,112.6,96.44,69.96,72.22,70.34,62.65,118.1,17.52,23.1,15,18.6,15.3,81.7,1.3,rain,17.6,17,5,11.2,4.6,65.7,0,,11.2
6/10/2021,61.73,82.33,98.66,112.6,96.44,70.29,72.52,70.52,62.75,118.5,17.48,22.1,14.1,18.1,15.4,85.1,0.006,rain,11.2,20,4,11.6,4.6,65.2,0,,13
6/11/2021,66.44,86.03,101.82,117.59,99.19,70.91,72.69,70.61,62.17,118.8,17.66,23.3,9.1,17.7,15,85,0.2,rain,15.8,21,5,12.7,3.4,58.6,0,,19.6
6/14/2021,66.44,86.03,101.82,117.59,99.19,70.88,72.86,70.78,62.07,118.2,,23.8,13.1,19.4,14.3,73.9,0,,21.6,24,7,14.6,-0.6,39.7,0,,14.8
6/15/2021,66.44,86.03,101.82,117.59,99.19,72.12,73.99,71.39,64.33,117.8,17.54,23.8,15.4,19.5,16.5,84.1,0.003,rain,23,22,6,13.2,-0.4,43.1,0,,16.6
6/16/2021,66.44,86.03,101.82,117.59,99.19,72.15,74.39,71.56,64.1,119.8,17.54,25.3,17.1,20.5,13.1,63.2,0,,24.8,22,4,12.4,0.9,49.6,0,,10.4
6/17/2021,66.44,86.03,101.82,117.59,99.19,71.04,73.08,70.94,61.99,117.4,17.5,23.2,14.8,19.3,15.4,78.3,0.001,rain,22.7,23.1,5,13.9,0.4,44.6,0,,13
6/18/2021,65.54,86.48,103.31,116.28,102.04,71.64,73.51,71.07,60.4,113.55,16.94,21.4,15.3,19.2,16.1,82.5,0.998,rain,22.2,22,7.9,13.7,3.8,52.9,0,,22.3
6/21/2021,65.54,86.48,103.31,116.28,102.04,73.66,74.9,71.48,62.59,118,16.88,23.6,14.3,18.4,13.6,75,0,,18.7,19.2,3,11.1,4.2,65.4,0,,9.4
6/22/2021,65.54,86.48,103.31,116.28,102.04,73.06,74.81,71.41,63.79,118.3,16.94,24,13.3,18.3,13.2,73.3,0,,20.9,19.1,4,12.3,3.4,59.2,0,,13
6/23/2021,65.54,86.48,103.31,116.28,102.04,73.08,75.19,71.52,64.26,117.25,17.36,25.3,12,17.4,12.1,73.9,0,,14.4,21,5.7,13.5,1.6,47.3,0,,14.7
6/24/2021,65.54,86.48,103.31,116.28,102.04,73.3,75.56,71.6,64.52,118,17.52,22.9,10.3,17.7,14.8,83.5,0,,21.6,22,5.8,13.6,0.4,43.6,0,,13
6/25/2021,68.08,87.79,105.41,115.27,103.28,74.05,76.18,71.65,64.66,116.05,17.88,22.7,14.1,17.7,15.3,86.5,0.2,rain,14.4,24,6.2,15.1,0.1,38.7,0,,13
6/28/2021,68.08,87.79,105.41,115.27,103.28,72.91,74.68,71.54,63.01,116.15,17.3,28.5,16.3,22,12.2,57.5,0,,25.6,24,6,14.9,3.5,52,0,,14.8
6/29/2021,68.08,87.79,105.41,115.27,103.28,72.98,74.76,71.57,62.62,117.6,17.12,23.9,18.1,21,14.2,67.3,0,,21.2,27,8,17.2,1.1,38.3,0,,10.4
6/30/2021,68.08,87.79,105.41,115.27,103.28,73.47,75.13,71.57,63.08,116.4,15.22,30.1,17.1,22.7,13.9,60.8,0,,18.7,26.1,7,17.1,-1,32.9,0,,14.8
7/1/2021,68.08,87.79,105.41,115.27,103.28,75.23,75.84,73.88,63.26,117.35,,24.7,12.6,19.1,14.7,76.7,0,,16.6,27,9.6,17.5,-1.4,30,0,,25.8
7/2/2021,69,89.18,107.39,115.27,105.45,75.16,76.17,74.23,63.17,117.5,14.94,25.4,11,18.4,13.1,73.1,0,,19.1,25,10.5,16.3,-1.3,32.7,0,,12.2
7/5/2021,69,89.18,107.39,115.27,105.45,76.25,77.16,,,118.6,15.42,18.3,14.3,16.8,14.8,88.5,33.602,rain,19.1,18,9.5,13,7.1,68.4,0,,23.3
7/6/2021,69,89.18,107.39,115.27,105.45,73.37,74.53,72.93,61.37,117.65,15.24,21.6,14.1,17.7,13.8,78.6,0.198,rain,23,17,8,12,7.3,75.1,0,,23.3
7/7/2021,69,89.18,107.39,115.27,105.45,72.2,73.43,72.08,60.41,117.45,15.32,23.3,15.7,18.3,14.2,77.8,0,,20.9,21,5,11.9,3.3,61.9,0,,9.3
7/8/2021,69,89.18,107.39,115.27,105.45,72.94,74.12,72.58,60.14,117.45,14.92,23.4,15.9,19.2,14.3,74.1,0,,29.2,20,5,11.6,2,54.8,0,,9.4
7/9/2021,69.59,91.35,108.93,116.79,106.27,74.56,75.55,73.72,61.23,117.8,14.92,21.6,14.8,18.6,12,65.7,0.2,rain,36.7,22.2,5,12.8,0.4,47.6,0,,16.6
7/12/2021,69.59,91.35,108.93,116.79,106.27,74.1,75.16,73.54,61.17,117.85,14.74,25.2,17.1,20.6,14.3,68.6,0,,29.9,21,5.8,13.3,0.4,45.8,0,,15.8
7/13/2021,69.59,91.35,108.93,116.79,106.27,75.25,76.49,74.36,60.88,119.9,15,21.2,17.4,19.3,9,51.5,0.1,rain,31.6,21,7.9,13.6,-1.2,38.9,0,,22.3
7/14/2021,69.59,91.35,108.93,116.79,106.27,73.13,74.76,73.48,59.53,120.75,15.2,17.9,9.8,15.3,7.6,61.7,0.793,rain,28.8,15.7,5.8,10.2,0.2,51.5,0,,22.3
7/15/2021,69.59,91.35,108.93,116.79,106.27,71.65,73.47,72.83,58.95,120.3,15.22,20.4,7.8,14.6,9.5,73.6,0.2,rain,18.7,13,7,9.7,5.1,73.3,0,,18.4
7/16/2021,76.65,98.11,117.78,121.27,111.27,71.81,73.59,72.92,57.32,119.1,15.24,20.8,8.3,15.2,10.7,75.7,0.001,rain,15.5,16.1,8,11.6,5.7,69.1,0,,16.6
7/19/2021,76.65,98.11,117.78,121.27,111.27,66.42,68.62,71.01,55.35,121.4,15.24,22.4,10.3,16.6,10.9,71.7,0.199,rain,22,18,1.8,9.8,0.2,53.9,0,,14
7/20/2021,76.65,98.11,117.78,121.27,111.27,67.42,69.35,71.28,55.96,118.45,15.02,24.9,13.6,18.4,9.8,60,0,,20.9,19,4,11.3,0.5,50.3,0,,14.7
7/21/2021,76.65,98.11,117.78,121.27,111.27,70.3,72.23,72.28,57.76,,14.82,20.5,13.3,17.2,10.8,67.2,0.198,rain,26.3,21,3,12.6,-2.2,40.2,0,,22.3
7/22/2021,76.65,98.11,117.78,121.27,111.27,71.91,73.79,72.81,57.11,119.2,15.02,19,10.3,15.4,7.9,64.2,0.199,rain,27.6,17,5,10.9,-11.1,23.4,0,,25.9
7/23/2021,81.12,102.56,123.15,129.15,116.25,72.07,74.1,72.87,57.04,118.5,15.14,17.2,11.5,15,4.3,49.2,0,,36.4,15,3,8.7,-3.6,42.4,0,,20.5
7/26/2021,81.12,102.56,123.15,129.15,116.25,71.91,74.5,72.83,58.48,119.35,14.82,22.1,10.1,16.4,11.2,73.2,0.001,rain,24.1,14,1,8,1.2,64.5,0,,16.6
7/27/2021,81.12,102.56,123.15,129.15,116.25,71.65,74.48,72.81,57.83,118.85,14.54,23.9,14.3,18.7,10.9,61.8,0.001,rain,30.2,18,1,9.2,0.1,57.2,0,,13
7/28/2021,81.12,102.56,123.15,129.15,116.25,72.39,74.74,72.81,58.22,116.8,14.54,24.8,15,18.6,10.7,62.5,0,,25.2,19,3,10.8,-0.5,50.7,0,,11.2
7/29/2021,81.12,102.56,123.15,129.15,116.25,73.62,76.05,72.89,58.93,116.75,14.72,24.8,13.5,18.6,11.8,67.3,0,,23.4,20.2,2,11.8,-2.3,42.7,0,,20.5
7/30/2021,82,104.57,125.64,130.15,117.69,73.95,76.33,72.9,57.57,118.2,14.7,21.8,14.3,18.2,13.6,75.2,0.1,rain,19.4,19.8,4.8,12.6,0.7,46.1,0,,22.3
8/2/2021,82,104.57,125.64,130.15,117.69,71.26,72.89,71.37,57.58,117.75,14.9,21.6,11.5,18.1,14.5,79.8,0.397,rain,28.4,25.1,4.7,14.6,-3.2,35.2,0,,20.5
8/3/2021,82,104.57,125.64,130.15,117.69,70.56,72.41,70.95,58.2,117.65,14.86,23.2,15.6,19,15.1,78.7,0.199,rain,29.2,18.1,7,12.6,5.7,65,0,,23.3
8/4/2021,82,104.57,125.64,130.15,117.69,68.15,70.38,69.39,56.84,117.85,15,25.2,16.8,19.8,14.7,73.6,0,,27.7,21,5,13,2.7,54.7,0,,11.2
8/5/2021,82,104.57,125.64,130.15,117.69,69.09,71.29,70.22,57.2,116.5,15,24.8,15.8,19.2,15.4,79.7,0,,21.6,23,5,14.3,1.3,46.1,0,,14
8/6/2021,82.66,104.82,125.73,133.49,120.14,68.28,70.7,69.74,57.86,117.65,15.06,26.7,16.4,19.6,15.7,79.7,0,,32.4,26,7,16.1,-0.4,37,0,,13
8/9/2021,82.66,104.82,125.73,133.49,120.14,66.48,69.04,68.49,57.2,116.7,15.18,23,16.1,19.2,12.5,65.6,0.8,rain,37.8,27,8,17.9,2.4,40.5,0,,20.5
8/10/2021,82.66,104.82,125.73,133.49,120.14,68.29,70.63,69.71,58.18,114.35,15.26,19.1,11.8,16.5,11.7,73.4,1.205,rain,32,17,9,13,6.2,64.5,0,,27.7
8/11/2021,82.66,104.82,125.73,133.49,120.14,69.25,71.44,70.42,58.35,116.95,15.4,23.2,10.5,17.5,11.7,70.6,0,,29.9,19,7.9,12.3,6,67.3,0,,16.5
8/12/2021,82.66,104.82,125.73,133.49,120.14,69.09,71.31,70.44,57.35,119.15,15.48,25.7,13.9,18.9,13.2,70.3,0.2,rain,39.2,26,5,15.4,2.3,48.3,0,,24.1
8/13/2021,87.6,108.79,132.07,137.06,120.16,68.44,70.59,70.05,56.77,118.25,15.44,16,11.4,14.6,11.4,81.9,25.752,rain,35,18,8,12.6,5.1,61.3,0,,31.7
8/16/2021,87.6,108.79,132.07,137.06,120.16,67.29,69.51,69.53,55.94,118.85,15.68,23.8,9.8,18,13.7,77.2,0,,25.6,20,5,12.4,5.9,67.4,0,,18.4
8/17/2021,87.6,108.79,132.07,137.06,120.16,66.59,69.03,69.33,55.56,117.4,15.38,25.4,14,20.5,14.7,70.6,0,,31.7,22,6,13.7,3.9,56.8,0,,14.8
8/18/2021,87.6,108.79,132.07,137.06,120.16,65.46,68.23,68.95,54.39,116.55,15.32,22.7,17.6,20,16.5,80.8,0,,22.7,25,6,15.4,1.9,46,0,,14
8/19/2021,87.6,108.79,132.07,137.06,120.16,63.69,66.45,68.03,52.73,,15.12,21.9,16.8,19.5,15.7,78.6,0.396,rain,22,28,9,18.5,0.1,32.2,0,,24.1
8/20/2021,88.46,110.86,133.05,139.82,125.12,62.32,65.18,67.6,52.74,114.15,14.82,19.6,14.8,17.3,13.3,77.7,0.003,rain,23.4,20.2,10,14.7,7.3,63.2,0,,27.7
8/23/2021,88.46,110.86,133.05,139.82,125.12,65.64,68.75,68.76,54.91,113.4,15.44,21.8,14.6,18.4,13.9,76,1.978,rain,27.7,21,10,14.5,9.7,74.9,0,,20.5
8/24/2021,88.46,110.86,133.05,139.82,125.12,67.54,71.05,69.31,55.36,113.95,15.54,27.6,17.6,21.1,16.3,74.9,0,,28.1,27,9,18.4,9.9,62.9,0,,16.6
8/25/2021,88.46,110.86,133.05,139.82,125.12,68.36,72.25,69.45,55.46,114,15.94,24.1,15.3,19.5,14.7,75.4,0.198,rain,20.9,23.2,12,17.9,9.4,58.3,0,,22.3
8/26/2021,88.46,110.86,133.05,139.82,125.12,67.42,71.07,69.24,54.71,112.75,15.94,28.1,17.8,22.5,16.4,69.8,0,,29.5,26,10,18.1,8.4,58.4,0,,22.3
8/27/2021,89.14,113.48,135.76,142.09,126.11,68.74,72.7,69.44,55.77,113.4,16.1,30.5,18.6,23.9,15.6,61.8,0,,27,28,13,20.3,5.4,42.5,0,,20.5
8/30/2021,,,,142.09,,69.21,73.41,69.46,55.16,114.95,16.38,25.4,9.1,17.8,10.9,66.5,0,,25.6,21.1,5,12.9,3,54.4,0,,13
8/31/2021,89.14,113.48,135.76,142.09,126.11,68.5,72.99,69.49,54.52,115.95,17.22,24.3,13.3,19,13.9,73.6,0,,25.9,27,5,17.3,-0.2,36.7,0,,16.6
9/1/2021,89.14,113.48,135.76,142.09,126.11,68.59,71.59,69.92,53.77,115.4,16.8,19.5,15.8,18.2,14.9,81.2,9.969,rain,27,25.2,9,17.3,3.3,42.5,0,,27.7
9/2/2021,89.14,113.48,135.76,142.09,126.11,69.99,73.03,71.22,55.08,116.5,16.98,27,15.3,21,15.8,73.3,0.001,rain,32,24,10,16.2,9.1,66.1,0,,18.4
9/3/2021,95.79,120.49,144.6,148.85,130.82,69.29,72.61,70.64,54.87,117,17.24,31.7,18.9,23.3,16.5,67.2,0,,31,28,8,18.3,4.4,46.7,0,,13
9/6/2021,95.79,120.49,144.6,148.85,130.82,68.8,72.22,,,116.45,17.78,21.5,16.6,19.8,17,84,3.065,rain,24,28,12,20.2,3.5,35.4,0,,27.7
9/7/2021,95.79,120.49,144.6,148.85,130.82,68.35,71.69,69.71,54.55,115.85,18.1,17.8,13.1,16.1,14.6,90.8,68.807,rain,27.7,22,13,17.9,8.7,55.7,0,,29.5
9/8/2021,95.79,120.49,144.6,148.85,130.82,69.3,72.6,70.38,54.05,114.05,18,20.1,12.6,16.9,13.8,82.5,13.863,rain,20.9,17,11,14.2,9.8,75.3,0,,24.1
9/9/2021,95.79,120.49,144.6,148.85,130.82,68.14,71.45,69.63,54.09,114.55,18.46,22.5,12,18.1,14.8,82.2,0.2,rain,18.4,21,12,14.9,10.5,76.1,0,,21.5
9/10/2021,98.9,124.34,148.35,153.77,135.88,69.72,72.92,70.7,53.98,,18.38,23.6,14.1,19.5,14,72.3,0,,27.7,22,10,15.1,6.6,60.6,0,,20.5
9/13/2021,98.9,124.34,148.35,153.77,135.88,70.45,73.51,71.11,55.37,115,19.08,24.4,15.3,20,15.7,76.9,0.4,rain,26.6,28,8,18.1,-2.3,30.2,0,,13
9/14/2021,98.9,124.34,148.35,153.77,135.88,70.46,73.6,71.19,54.58,115.9,18.58,30.9,15.4,23.1,16,67.4,0,,24.5,29,10,19.8,-0.1,29.5,0,,16.6
9/15/2021,98.9,124.34,148.35,153.77,135.88,72.61,75.46,72.09,56.42,124.2,18.52,23.5,17.8,20.6,16,75.5,0.003,rain,27.9,32,12,22.7,2.3,28.8,0,,14
9/16/2021,98.9,124.34,148.35,153.77,135.88,72.61,75.67,72.07,55.82,124,18.18,19.9,15.6,17.9,15.9,88,5.798,rain,24.8,24,14,19,11.8,64.6,0,,25.9
9/17/2021,100.79,126.75,149.79,158.7,138.5,71.97,75.34,71.92,55.16,123.75,17.58,20.1,13.8,16.9,13.5,80.8,23.894,rain,29.5,19,11,14.8,10.2,74.6,0,,25.9
9/20/2021,100.79,126.75,149.79,158.7,138.5,70.29,73.92,71.36,53.69,122.7,17.04,24.9,16.4,20.1,15.1,73.9,0.997,rain,29.5,30,10,20.3,5.7,42.6,0,,16.6
9/21/2021,100.79,126.75,149.79,158.7,138.5,70.56,74.36,71.57,53.64,124.1,17.24,20.6,16.8,18.7,13.1,71.2,6.977,rain,33.8,26.1,12.7,19,9,55.2,0.011,rain,29.5
9/22/2021,100.79,126.75,149.79,158.7,138.5,72.23,76.19,72.14,55.21,124.4,,21.1,13.3,17.9,11.1,65.4,0,,19.4,20,11,14.7,6.5,59.4,0,,22.3
9/23/2021,100.79,126.75,149.79,158.7,138.5,73.3,77.25,72.35,57.08,126.2,17.68,26,12.1,19.1,11.8,64.1,0,,30.2,23,7.2,14.8,4.1,53.4,0,,16.6
9/24/2021,104.18,130.63,156.17,162.24,141.65,73.98,78.09,72.45,57.59,124.25,16.76,25.6,16,20.5,15.7,74.4,0,,28.4,29,9,18.9,2,36.6,0,,16.6
9/27/2021,104.18,130.63,156.17,162.24,141.65,75.45,79.53,72.61,59.3,126.85,16.84,34.3,14.8,24.1,16.2,65.2,0,,29.9,27,12,20.9,3.6,34,0,,22.3
9/28/2021,104.18,130.63,156.17,162.24,141.65,75.29,79.09,72.63,59.92,131.95,18.1,23.6,18.8,21.5,17.6,78.7,0.401,rain,28.1,32,13.8,23.1,5,35.3,0,,20.4
9/29/2021,104.18,130.63,156.17,162.24,141.65,74.83,78.64,72.57,59.88,140.65,17.56,21.8,18.1,20,16.8,82,0.016,rain,20.9,26.8,15,21,11.1,54.3,0,,25.1
9/30/2021,104.18,130.63,156.17,162.24,141.65,75.03,78.52,72.61,58.82,141.85,18.22,21.4,16.3,19.3,16.2,82.2,19.045,rain,22.7,20,13.8,16.7,12,74.6,0,,35.3
10/1/2021,126.17,155.43,183.7,193.94,160.76,75.88,79.28,76.77,60.93,139.9,,24.7,17.6,21.6,17.3,77.4,6.992,rain,32,22,13.8,17.4,12.1,71.8,0.431,rain,27.7
